id,date,month,year,region,channel,product_category,customer_segment,ad_spend,price,discount_rate,market_reach,impressions,click_through_rate,competition_index,seasonality_index,campaign_duration_days,customer_lifetime_value,sales_revenue
5689,1/9/2011,1,2011,North,Social Media,Stationery,Premium,8.50,8.5,0.06,229,2947,0.06,5.77,1.37,90,4122.53,119.48
5690,3/8/2011,3,2011,North,Search,Storage,Premium,39.00,1.95,0.28,504,21132,0.00,3.27,1.00,30,4836.44,150.88
5691,7/6/2011,7,2011,North,Affiliate,Storage,Premium,4.25,4.25,0.14,230,5768,0.00,2.05,-1.37,21,1966.48,80.22
5692,10/15/2010,10,2010,North,TV,General,Standard,3.75,3.75,0.31,351,4042,0.01,2.4,-0.37,21,125,70.10
5693,11/3/2010,11,2010,North,Affiliate,Stationery,Premium,2.55,0.85,0.27,578,11909,0.03,4.7,0.37,7,650.93,159.33
5694,3/28/2010,3,2010,North,Influencer,Lighting,Premium,6.75,6.75,0.09,60,553,0.03,5.06,1.00,14,258.15,81.60
5695,4/16/2010,4,2010,North,Email,General,Budget,22.50,3.75,0.08,313,3887,0.01,3.46,0.37,7,223.25,106.42
5696,3/26/2010,3,2010,North,TV,Lighting,Premium,23.80,0.85,0.07,12,540,0.00,6.43,1.00,60,71629.55,98.07
5697,10/29/2010,10,2010,North,Search,General,Premium,2.90,1.45,0.02,130,3403,0.03,4.87,-0.37,60,2015.81,147.35
5698,3/22/2010,3,2010,North,Search,General,Premium,10.20,2.55,0.21,33,1029,0.03,0.95,1.00,14,8622.47,115.81
5699,10/19/2011,10,2011,North,Social Media,Storage,Budget,0.55,0.55,0.29,178,2950,0.01,1.38,-0.37,28,110.8,204.87
5700,9/26/2010,9,2010,North,Search,General,Premium,3.25,0.65,0.27,143,4972,0.01,6.28,-1.00,21,734.74,133.60
5701,3/3/2011,3,2011,North,Social Media,General,Premium,14.85,4.95,0.01,425,8209,0.04,4.66,1.00,21,11275.64,147.29
5702,10/25/2011,10,2011,North,Email,General,Standard,7.50,3.75,0.09,100,915,0.10,4.05,-0.37,90,1332.21,107.40
5703,8/9/2010,8,2010,North,Search,General,Premium,13.52,1.69,0.35,1010,26454,0.08,6.33,-1.37,60,815.1,131.79
5704,8/13/2010,8,2010,East,Social Media,Seasonal,Premium,17.40,1.45,0.11,379,5276,0.06,2.98,-1.37,60,182.5,134.87
5705,5/23/2010,5,2010,North,Email,Storage,Standard,49.50,4.95,0.36,4,63,0.01,0.97,-0.37,7,445.15,75.61
5706,11/10/2011,11,2011,North,Influencer,Seasonal,Premium,30.00,1.25,0.11,309,5905,0.01,0.52,0.37,0,14589.56,219.52
5707,11/10/2011,11,2011,North,Influencer,Stationery,Premium,61.20,2.55,0.20,246,5279,0.00,1.25,0.37,28,270909,180.18
5708,9/6/2011,9,2011,North,Social Media,Storage,Standard,20.80,2.08,0.28,377,10060,0.05,4.23,-1.00,0,1134.69,115.95
5709,11/28/2010,11,2010,North,Influencer,General,Premium,2.10,2.1,0.18,553,5634,0.14,7.1,0.37,28,902,170.61
5710,4/14/2011,4,2011,North,Social Media,General,Premium,19.80,1.65,0.20,521,10316,0.15,4.23,0.37,0,1244.2,198.38
5711,5/12/2011,5,2011,North,Search,Storage,Premium,6.60,0.55,0.34,345,3284,0.05,5.22,-0.37,0,2935.44,220.50
5712,10/18/2011,10,2011,North,Email,Storage,Premium,16.50,1.65,0.26,681,20359,0.02,2.41,-0.37,30,4754.96,140.53
5713,7/5/2011,7,2011,North,Social Media,Stationery,Standard,5.04,0.42,0.20,215,6403,0.01,4.17,-1.37,30,185.02,203.32
5714,12/2/2010,12,2010,North,Social Media,General,Premium,15.00,3.75,0.27,386,7282,0.16,5.43,1.00,60,958.14,171.18
5715,12/8/2010,12,2010,North,Social Media,General,Premium,27.04,1.69,0.11,118,2865,0.03,6.84,1.00,28,4535.431,134.71
5716,9/30/2011,9,2011,North,Affiliate,Stationery,Premium,1.68,0.42,0.00,90,3293,0.02,2.51,-1.00,90,2556.16,156.67
5717,9/18/2011,9,2011,North,Affiliate,Storage,Premium,8.32,2.08,0.32,32,603,0.01,3.42,-1.00,14,11856,46.17
5718,11/17/2011,11,2011,North,Influencer,Kitchen,Premium,2.95,2.95,0.24,74,2290,0.01,7.47,0.37,7,50685.11,71.65
5719,10/4/2011,10,2011,North,Search,General,Premium,15.00,3.75,0.10,269,7083,0.00,4.63,-0.37,30,2910.24,108.74
5720,8/2/2010,8,2010,North,Affiliate,Storage,Premium,13.20,0.55,0.18,822,15363,0.05,2.98,-1.37,14,710.5,212.91
5721,5/23/2011,5,2011,North,Influencer,General,Premium,8.32,236.26,0.46,402,4920,0.06,3.98,-0.37,60,1571.26,52.98
5722,6/14/2010,6,2010,North,Social Media,General,Premium,0.84,0.42,0.34,111,4787,0.01,0,-1.00,14,201.59,173.89
5723,5/24/2010,5,2010,North,Search,Storage,Premium,1812.77,0.55,0.09,614,23851,0.05,5.46,-0.37,21,7841.32,278.53
5724,12/18/2009,12,2009,North,Affiliate,Storage,Premium,119.40,9.95,0.37,256,11119,0.03,3.12,1.00,28,4946.98,95.24
5725,11/15/2010,11,2010,North,Search,Storage,Premium,16.50,1.65,0.13,790,10235,0.21,5.03,0.37,90,2413.21,236.63
5726,11/1/2011,11,2011,East,Search,Stationery,Standard,120.00,40,0.01,405,14990,0.01,1.38,0.37,14,437.82,117.02
5727,11/26/2010,11,2010,North,Affiliate,General,Standard,4.95,4.95,0.23,134,2064,0.10,0,0.37,60,177.53,108.84
5728,1/11/2010,1,2010,North,Affiliate,Stationery,Premium,10.50,0.42,0.59,454,8924,0.05,4.48,1.37,14,470.52,226.35
5729,2/13/2011,2,2011,North,Social Media,General,Premium,6.60,1.65,0.19,556,13305,0.02,1.24,1.37,7,1579.74,163.95
5730,10/20/2010,10,2010,North,Email,Seasonal,Premium,7.50,139.94,0.27,271,4923,0.04,5.73,-0.37,0,215.53,36.68
5731,11/20/2011,11,2011,North,Search,Storage,Premium,5.00,1.25,0.19,568,16385,0.06,1.71,0.37,0,2452.55,190.05
5732,5/9/2011,5,2011,North,Affiliate,General,Standard,19.50,3.25,0.25,327,7199,0.05,6.02,-0.37,30,563.35,96.37
5733,6/23/2011,6,2011,North,Social Media,General,Premium,59.80,14.95,0.11,264,11571,0.07,6.72,-1.00,30,9243.22,77.16
5734,9/29/2010,9,2010,North,Affiliate,General,Premium,7.50,3.75,0.01,57,1425,0.06,3.77,-1.00,30,4960.02,81.75
5735,4/4/2011,4,2011,North,Influencer,General,Premium,8.45,1.69,0.13,278,6248,0.02,1.66,0.37,60,2601.14,183.60
5736,12/7/2010,12,2010,North,TV,Seasonal,Premium,1213.38,3.21,0.10,827,22084,0.20,0.82,1.00,28,53675.28,233.62
5737,6/10/2011,6,2011,North,Social Media,General,Premium,14.85,4.95,0.06,290,6173,0.01,1.53,-1.00,28,17971.08,93.37
5738,4/27/2011,4,2011,North,Email,Storage,Premium,1.65,1.65,0.35,585,16812,0.06,6.36,0.37,60,38484.12,143.54
5739,11/2/2010,11,2010,West,Search,Seasonal,Standard,35.40,2.95,0.17,132,2971,0.13,7.28,0.37,60,1143.53,153.70
5740,12/15/2010,12,2010,North,Social Media,Stationery,Premium,250.00,125,0.38,45,913,0.05,1.51,1.00,90,7348.51,147.78
5741,10/7/2010,10,2010,North,Affiliate,Seasonal,Standard,8.50,0.85,0.00,347,10912,0.04,7.46,-0.37,7,1577.18,140.04
5742,8/17/2011,8,2011,North,TV,Seasonal,Premium,30.00,1.25,0.38,414,4218,0.01,4.6,-1.37,7,14529.55,84.18
5743,10/7/2010,10,2010,North,Email,Seasonal,Standard,15.60,0.65,0.10,195,4338,0.01,3.52,-0.37,30,378.7,166.72
5744,7/7/2010,7,2010,North,Social Media,Storage,Premium,30.00,1.25,0.00,568,17249,0.05,6.94,-1.37,14,4700.85,134.53
5745,10/3/2010,10,2010,North,Affiliate,General,Premium,3.75,3.75,0.01,386,6966,0.05,7.56,-0.37,60,286.34,85.82
5746,4/12/2011,4,2011,North,Search,General,Premium,14.85,4.95,0.42,385,9926,0.03,1.15,0.37,28,5114.69,130.20
5747,2/18/2010,2,2010,North,Email,Lighting,Premium,27.00,6.75,0.28,132,2273,0.00,3.75,1.37,14,4611.34,66.80
5748,9/19/2011,9,2011,East,Search,General,Premium,56.25,6.25,0.25,682,26510,0.01,3.67,-1.00,21,18715.02,55.99
5749,2/22/2010,2,2010,North,Email,General,Premium,3.48,0.29,0.12,275,10140,0.06,4.38,1.37,7,1901.68,271.15
5750,2/2/2011,2,2011,North,Email,Lighting,Budget,6.72,0.42,0.18,199,5474,0.05,3.9,1.37,90,174.62,237.86
5751,2/18/2010,2,2010,North,Affiliate,Storage,Budget,20.28,1.69,0.47,123,3502,0.00,2.12,1.37,7,91.34,100.47
5752,11/9/2011,11,2011,North,Social Media,Kitchen,Premium,5.90,2.95,0.19,480,22128,0.11,4.54,0.37,21,2805.09,144.75
5753,10/27/2011,10,2011,North,Influencer,General,Standard,17.00,8.5,0.33,265,3962,0.03,3.34,-0.37,30,875.83,86.80
5754,10/20/2011,10,2011,North,Social Media,Seasonal,Standard,16.50,1.65,0.37,300,4999,0.01,2.38,-0.37,21,1103.38,132.85
5755,5/6/2010,5,2010,North,TV,General,Premium,1.68,0.42,0.02,417,6720,0.00,3.13,-0.37,0,392.97,203.29
5756,4/7/2010,4,2010,North,Email,Lighting,Premium,5.90,2.95,0.05,97,953,0.03,5.25,0.37,30,3049.72,98.36
5757,1/26/2010,1,2010,North,Influencer,General,Premium,10.50,3.5,0.14,17,623,0.02,4.94,1.37,28,199.04,88.48
5758,6/21/2011,6,2011,North,Social Media,General,Premium,2.50,1.25,0.11,191,3837,0.02,2.32,-1.00,14,7104.14,142.96
5759,5/1/2011,5,2011,North,Affiliate,General,Premium,5.85,1.95,0.05,269,7859,0.00,2.56,-0.37,30,1941.93,115.52
5760,9/9/2010,9,2010,North,Social Media,Seasonal,Standard,35.40,2.95,0.17,874,13127,0.14,2.49,-1.00,28,0,167.50
5761,6/7/2011,6,2011,North,Search,General,Premium,15.00,1.25,0.00,130,1453,0.22,1.72,-1.00,28,2396.89,203.60
5762,7/13/2011,7,2011,North,Social Media,Storage,Standard,23.12,2.89,0.52,49,767,0.04,3.47,-1.37,30,658.82,45.49
5763,9/18/2011,9,2011,North,Email,General,Premium,9.95,9.95,0.18,56,1282,0.06,8.77,-1.00,90,14511.49,59.61
5764,11/22/2011,11,2011,North,Influencer,Stationery,Premium,16.60,4.15,0.29,168,1717,0.20,5.55,0.37,14,5084.21,159.19
5765,5/13/2011,5,2011,North,Social Media,General,Premium,1.70,0.85,0.21,316,5871,0.12,6.71,-0.37,30,39620.22,205.43
5766,8/31/2011,8,2011,North,Search,Seasonal,Standard,6.25,1.25,0.09,61,690,0.00,2.06,-1.37,30,601.8,100.45
5767,5/6/2010,5,2010,North,Affiliate,Storage,Premium,19.50,1.95,0.25,326,5753,0.03,4.12,-0.37,14,973.85,105.08
5768,5/20/2010,5,2010,North,Social Media,General,Premium,32.50,0.65,0.07,119,3118,0.06,3.71,-0.37,30,1855.28,197.28
5769,8/26/2011,8,2011,North,Influencer,General,Premium,199.20,4.15,0.30,472,11433,0.05,3.43,-1.37,30,418676.56,67.84
5770,10/31/2010,10,2010,North,Social Media,General,Budget,2.55,2.55,0.21,98,3825,0.13,2.39,-0.37,14,329.19,119.88
5771,11/16/2010,11,2010,North,Social Media,Seasonal,Premium,10.20,0.85,0.40,294,10534,0.02,7.43,0.37,14,4095.3,170.15
5772,7/20/2011,7,2011,North,TV,Storage,Premium,13.20,0.55,0.00,543,8692,0.00,5.47,-1.37,28,4757.05,161.34
5773,10/21/2011,10,2011,North,Social Media,Storage,Premium,5.04,0.42,0.10,293,8568,0.16,2.66,-0.37,60,9219.25,321.78
5774,6/30/2010,6,2010,North,Affiliate,General,Premium,5.45,5.45,0.60,26,482,0.04,5.33,-1.00,30,1015.54,29.91
5775,1/17/2011,1,2011,North,Social Media,General,Premium,15.00,3.75,0.01,217,10852,0.05,3.21,1.37,21,8505,139.53
5776,8/11/2011,8,2011,North,Affiliate,General,Premium,3.75,1.25,0.49,100,3592,0.06,3.5,-1.37,21,49903.26,94.85
5777,9/26/2011,9,2011,North,TV,General,Premium,2.46,2.46,0.06,201,3959,0.01,1.75,-1.00,21,6036.39,91.08
5778,12/15/2010,12,2010,North,Social Media,General,Premium,1.65,1.65,0.12,336,6487,0.03,5.79,1.00,0,1674.13,152.29
5779,4/14/2011,4,2011,North,Social Media,Kitchen,Premium,11.80,2.95,0.19,480,20408,0.07,2.79,0.37,7,5315.26,138.30
5780,3/23/2011,3,2011,East,Influencer,Kitchen,Premium,12.60,230.48,0.53,410,20891,0.05,4.95,1.00,21,928.9,60.62
5781,10/24/2010,10,2010,North,Email,Storage,Premium,7.50,1.25,0.46,525,6351,0.08,8.51,-0.37,21,4088.21,139.41
5782,11/14/2010,11,2010,North,Social Media,Lighting,Standard,1.25,1.25,0.35,61,891,0.07,2.93,0.37,60,542.16,119.78
5783,10/20/2010,10,2010,North,Email,Storage,Premium,15.30,2.55,0.08,57,606,0.06,7.41,-0.37,90,89.4,90.39
5784,3/5/2010,3,2010,North,TV,General,Premium,14.85,4.95,0.02,129,2497,0.01,1.47,1.00,90,182.55,109.78
5785,8/4/2011,8,2011,North,Influencer,General,Premium,0.00,6.65,0.11,154,5473,0.06,4.02,-1.37,60,24472.79,90.48
5786,10/3/2010,10,2010,North,Search,General,Premium,8.85,2.95,0.06,209,6825,0.03,7.28,-0.37,30,0,103.39
5787,1/16/2011,1,2011,North,Email,Storage,Premium,19.50,1.95,0.08,506,13041,0.03,6.84,1.37,14,2327.2,126.22
5788,12/1/2010,12,2010,North,Search,General,Premium,2.55,0.85,0.00,192,3638,0.18,6.92,1.00,60,2726.14,218.19
5789,11/22/2011,11,2011,North,Social Media,General,Premium,5.80,1.45,0.58,116,3758,0.04,4.08,0.37,60,1009.14,116.33
5790,10/25/2011,10,2011,North,Social Media,General,Premium,24.96,2.08,0.06,29,370,0.01,4.66,-0.37,21,21006.68,106.19
5791,7/31/2011,7,2011,North,Influencer,Storage,Premium,20.80,183.59,0.30,387,3620,0.03,5.27,-1.37,90,3649.67,36.87
5792,6/19/2011,6,2011,North,Email,Lighting,Standard,12.50,6.25,0.22,271,4965,0.00,2.54,-1.00,60,300.7,84.81
5793,11/8/2011,11,2011,North,TV,General,Standard,9.12,0.19,0.19,117,827,0.04,1.72,0.37,28,750.17,255.04
5794,3/12/2010,3,2010,North,Social Media,General,Premium,92.80,1.45,0.31,96,1987,0.23,4.24,1.00,21,71281.1,248.36
5795,11/13/2011,11,2011,North,Affiliate,General,Premium,2.10,2.1,0.14,136,4478,0.09,2.05,0.37,14,672.47,117.49
5796,10/31/2011,10,2011,North,Social Media,General,Premium,18.72,0.39,0.48,161,7381,0.07,1.79,-0.37,0,3209.57,254.45
5797,12/4/2009,12,2009,North,Influencer,General,Premium,20.40,0.85,0.01,186,5527,0.03,3.71,1.00,90,469.84,232.46
5798,4/19/2010,4,2010,North,Social Media,Seasonal,Premium,1.65,1.65,0.00,381,2844,0.11,2.85,0.37,7,7301.98,170.32
5799,2/1/2010,2,2010,North,Social Media,Storage,Premium,2.50,1.25,0.32,179,2490,0.03,0.84,1.37,7,691.41,145.49
5800,3/2/2010,3,2010,North,Email,Lighting,Premium,0.42,0.42,0.19,36,916,0.06,0.38,1.00,60,694.37,164.55
5801,3/6/2011,3,2011,North,Social Media,Kitchen,Premium,8.70,1.45,0.51,53,1150,0.01,3.45,1.00,0,382.63,101.83
5802,2/1/2011,2,2011,North,TV,General,Standard,1.45,1.45,0.00,168,1894,0.04,0,1.37,21,803.64,104.46
5803,10/26/2010,10,2010,North,Email,Seasonal,Premium,4.25,4.25,0.03,392,5059,0.06,1.04,-0.37,90,3036.68,143.23
5804,12/22/2009,12,2009,North,Affiliate,General,Premium,0.87,0.29,0.16,20,444,0.05,5.5,1.00,90,747.32,107.33
5805,1/19/2010,1,2010,North,Social Media,General,Premium,10.20,0.85,0.06,53,551,0.09,6.31,1.37,28,57927.51,184.16
5806,9/13/2010,9,2010,North,Influencer,Seasonal,Premium,4.20,2.1,0.19,51,1503,0.13,7.18,-1.00,30,1492.44,101.91
5807,8/22/2011,8,2011,North,Email,General,Premium,15.90,7.95,0.20,224,8513,0.01,2.18,-1.37,60,7834.93,62.54
5808,11/16/2011,11,2011,North,Email,Seasonal,Standard,19.80,1.65,0.09,886,13339,0.03,2.83,0.37,14,0,171.99
5809,4/22/2010,4,2010,North,Email,General,Standard,2.95,2.95,0.44,0,5940,0.01,3.13,0.37,28,769.64,97.06
5810,10/17/2010,10,2010,North,Social Media,General,Premium,15.00,1.25,0.35,0,8401,0.06,4.64,-0.37,7,505.58,148.60
5811,12/22/2010,12,2010,North,Social Media,General,Premium,60.00,1.25,0.00,541,7207,0.03,0.75,1.00,60,4435.66,238.17
5812,9/12/2011,9,2011,North,Social Media,General,Standard,17.00,4.25,0.42,254,9499,0.02,1.33,-1.00,28,1638.84,89.25
5813,9/22/2010,9,2010,North,Email,General,Standard,33.00,1.65,0.29,512,6270,0.00,1.22,-1.00,28,946.64,112.81
5814,1/24/2010,1,2010,North,Email,General,Premium,59.50,5.95,0.60,626,17243,0.06,5.92,1.37,21,210.93,86.96
5815,9/23/2011,9,2011,North,Search,General,Standard,2.50,1.25,0.10,201,3873,0.09,6.64,-1.00,21,177.09,128.41
5816,10/7/2010,10,2010,North,Affiliate,General,Premium,5.90,2.95,0.50,96,829,0.05,6.88,-0.37,14,14150.23,66.91
5817,11/20/2011,11,2011,North,Email,Seasonal,Standard,9.90,1.65,0.26,207,5993,0.08,2.76,0.37,7,1200.54,142.61
5818,11/18/2011,11,2011,North,Search,Seasonal,Premium,3.32,0.83,0.05,85,2465,0.03,1.33,0.37,7,21481.37,163.71
5819,5/27/2010,5,2010,North,Email,General,Premium,50.40,2.1,0.08,382,8551,0.04,2.61,-0.37,90,1872.7,143.04
5820,6/27/2011,6,2011,North,TV,Lighting,Premium,22.50,3.75,0.15,49,655,0.00,2.4,-1.00,60,418.79,53.36
5821,1/20/2010,1,2010,North,Email,Seasonal,Premium,26.25,1.25,0.15,391,9930,0.03,6.67,1.37,14,755.5,151.31
5822,3/26/2010,3,2010,North,TV,Lighting,Premium,17.70,2.95,0.47,76,1901,0.04,0.38,1.00,28,376.5,100.41
5823,2/16/2011,2,2011,South,Email,Storage,Premium,52.80,0.55,0.37,156,4069,0.03,3,1.37,7,4565.75,172.11
5824,10/19/2011,10,2011,North,Influencer,General,Premium,10.20,0.85,0.20,266,2463,0.13,4.75,-0.37,21,2601.39,214.97
5825,09/26/2010,9,2010,North,TV,Storage,Budget,17.90,8.95,0.28,119,2152,0.13,4.77,-1.00,7,95.78,53.86
5826,11/10/2011,11,2011,North,Social Media,Seasonal,Standard,2.37,0.79,0.18,51,955,0.05,1.31,0.37,14,0,146.12
5827,4/19/2011,4,2011,North,Email,Storage,Standard,1.10,0.55,0.20,528,10225,0.01,3.62,0.37,60,162.5,209.92
5828,10/25/2010,10,2010,North,Influencer,General,Premium,6.60,1.65,0.50,685,10527,0.02,1.63,-0.37,14,1100.27,152.55
5829,10/22/2010,10,2010,North,Email,Stationery,Premium,10.50,0.42,0.04,109,1591,0.03,2.66,-0.37,90,2066.56,207.00
5830,9/15/2011,9,2011,North,Social Media,Storage,Standard,2.08,2.08,0.08,450,14166,0.04,3.55,-1.00,90,189.01,141.54
5831,12/9/2009,12,2009,North,Email,Seasonal,Premium,15.00,3.75,0.11,500,12547,0.02,2.6,1.00,21,62.7,116.29
5832,9/29/2011,9,2011,North,TV,General,Premium,4.95,1.65,0.50,616,22261,0.01,3.63,-1.00,7,734.01,79.79
5833,6/18/2010,6,2010,North,Social Media,Storage,Standard,9.90,4.95,0.16,6,163,0.04,9.56,-1.00,30,223.8,42.61
5834,2/7/2010,2,2010,North,Influencer,General,Premium,1.25,1.25,0.28,20,466,0.02,9.01,1.37,30,5418.49,76.75
5835,6/1/2011,6,2011,North,Social Media,General,Premium,11.70,1.95,0.37,269,5029,0.01,3.52,-1.00,28,438.15,90.12
5836,8/12/2010,8,2010,North,Affiliate,General,Premium,17.70,2.95,0.17,631,12681,0.04,1.1,-1.37,7,3695.12,103.17
5837,10/18/2011,10,2011,North,Affiliate,Storage,Premium,20.80,2.08,0.60,377,13505,0.02,5.58,-0.37,21,258335.9,94.77
5838,5/18/2011,5,2011,North,Email,Kitchen,Standard,701.20,1.65,0.30,224,5586,0.14,8.27,-0.37,60,493.17,162.50
5839,2/5/2010,2,2010,North,Search,General,Premium,27.00,6.75,0.14,357,13797,0.09,5.25,1.37,28,110.1,119.22
5840,8/25/2010,8,2010,North,Social Media,General,Premium,15.00,3.75,0.04,351,12958,0.08,2.41,-1.37,0,6688.78,111.46
5841,1/21/2010,1,2010,North,Email,Storage,Premium,12.60,2.1,0.18,170,1949,0.12,1.4,1.37,30,636.17,147.00
5842,2/15/2010,2,2010,North,Search,General,Premium,15.30,2.55,0.12,94,2292,0.03,5.05,1.37,60,65.1,120.16
5843,9/27/2010,9,2010,North,Social Media,Storage,Premium,17.70,2.95,0.22,744,8605,0.12,0,-1.00,28,14216.46,137.07
5844,6/13/2010,6,2010,North,Email,General,Premium,10.50,3.5,0.14,17,689,0.00,5.81,-1.00,30,967.32,44.00
5845,10/3/2010,10,2010,North,Affiliate,Stationery,Premium,25.00,1.25,0.09,165,2323,0.02,4.47,-0.37,14,3696.84,130.95
5846,3/25/2010,3,2010,North,Influencer,Seasonal,Premium,12.75,12.75,0.44,61,753,0.02,1.3,1.00,60,199.8,103.56
5847,6/3/2011,6,2011,North,Search,Storage,Premium,8.50,0.85,0.04,524,3910,0.17,3.63,-1.00,7,1871.01,222.87
5848,11/30/2011,11,2011,North,Social Media,Storage,Premium,12.75,4.25,0.11,82,1742,0.00,6.95,0.37,60,8318.8,103.33
5849,1/17/2011,1,2011,East,Social Media,General,Premium,12.00,0.75,0.60,61,2675,0.00,4.23,1.37,7,3001.07,133.54
5850,11/16/2010,11,2010,North,Email,General,Premium,7.90,3.95,0.55,626,8881,0.05,3.47,0.37,14,6962.1,113.27
5851,6/23/2010,6,2010,North,Influencer,General,Premium,1.74,0.29,0.22,222,7612,0.03,1.14,-1.00,90,1405.35,312.74
5852,12/10/2010,12,2010,North,Social Media,General,Standard,3.75,3.75,0.41,145,1800,0.16,1.12,1.00,7,354.06,124.65
5853,1/28/2011,1,2011,North,Search,General,Premium,8.50,4.25,0.00,254,2671,0.00,1.54,1.37,30,636.28,111.67
5854,12/6/2010,12,2010,North,Email,General,Premium,4.20,2.1,0.34,566,12789,0.05,8.03,1.00,60,1640.37,120.86
5855,6/30/2010,6,2010,North,Social Media,General,Budget,25.50,12.75,0.04,1314,29790,0.14,1.74,-1.00,90,87.3,125.20
5856,7/17/2011,7,2011,North,Social Media,Storage,Premium,20.00,1.25,0.44,52,1539,0.04,6.34,-1.37,30,1182.48,69.97
5857,6/16/2011,6,2011,North,Social Media,General,Premium,11.90,5.95,0.39,327,3414,0.07,4.77,-1.00,21,43306.97,81.98
5858,4/18/2011,4,2011,North,Influencer,General,Premium,1.25,1.25,0.11,273,6579,0.02,0.89,0.37,0,1325.23,174.90
5859,5/20/2010,5,2010,North,TV,General,Premium,50.88,1.06,0.53,420,2574,0.06,2.4,-0.37,90,996.04,139.25
5860,11/17/2010,11,2010,North,Email,General,Premium,5.04,0.42,0.15,114,2646,0.00,6.23,0.37,90,3313.08,204.37
5861,10/16/2011,10,2011,North,Email,Storage,Standard,39.84,0.83,0.17,180,3805,0.08,2.94,-0.37,28,836.2,172.32
5862,10/14/2011,10,2011,North,Social Media,General,Standard,50.00,12.5,0.16,65,1678,0.17,3.44,-0.37,30,1088.76,126.98
5863,9/17/2010,9,2010,East,Social Media,Storage,Budget,17.00,8.5,0.40,168,6304,0.03,0.82,-1.00,0,96.26,70.18
5864,12/5/2010,12,2010,North,Social Media,Storage,Premium,0.85,0.85,0.28,128,4804,0.02,3.74,1.00,28,6481.04,157.79
5865,4/20/2011,4,2011,North,Social Media,Storage,Premium,15.30,2.55,0.25,0,4645,0.04,4.44,0.37,90,1511.19,138.90
5866,10/20/2010,10,2010,North,Email,General,Standard,827.81,4.95,0.45,155,5300,0.02,4.32,-0.37,90,1108.28,92.69
5867,4/20/2010,4,2010,North,Search,Storage,Premium,0.00,1.95,0.53,386,10620,0.18,1.19,0.37,21,927.5,184.11
5868,1/19/2011,1,2011,North,TV,General,Premium,0.00,3.75,0.35,289,6683,0.02,2.81,1.37,28,2710.07,91.39
5869,6/17/2010,6,2010,North,TV,Kitchen,Premium,1.95,0.65,0.25,209,5754,0.00,3.94,-1.00,7,1195.96,128.04
5870,6/29/2010,6,2010,North,Influencer,Storage,Premium,59.40,1.65,0.31,330,10084,0.07,2.75,-1.00,90,25387.66,143.20
5871,4/26/2011,4,2011,North,Social Media,General,Standard,963.53,0.65,0.43,313,11518,0.01,2.32,0.37,0,601.27,268.57
5872,4/17/2011,4,2011,North,Search,General,Premium,5.04,0.42,0.41,246,11075,0.07,1.59,0.37,7,0,248.40
5873,4/11/2011,4,2011,North,Social Media,General,Premium,4.68,0.39,0.12,35,476,0.03,2.4,0.37,28,0,190.44
5874,1/6/2011,1,2011,North,TV,General,Premium,71.40,5.95,0.50,271,5966,0.06,5.15,1.37,30,26379.06,79.31
5875,12/3/2009,12,2009,North,Search,General,Premium,1.45,1.45,0.17,146,1822,0.01,2.7,1.00,7,40.91,124.11
5876,10/24/2010,10,2010,North,TV,Kitchen,Premium,2.50,1.25,0.23,323,10865,0.03,5.11,-0.37,30,510.89,101.82
5877,4/19/2010,4,2010,North,Affiliate,Storage,Premium,0.00,0.55,0.19,521,9549,0.23,5.17,0.37,14,883.25,268.54
5878,5/13/2010,5,2010,North,Social Media,Lighting,Premium,19.80,4.95,0.17,0,5739,0.03,5.78,-0.37,14,1860.07,98.05
5879,9/16/2010,9,2010,East,Email,General,Premium,17.40,1.45,0.00,0,7731,0.07,8.66,-1.00,0,705.82,102.60
5880,4/18/2011,4,2011,North,Affiliate,Kitchen,Premium,15.00,1.25,0.06,211,3366,0.12,1.61,0.37,60,920.27,189.05
5881,11/15/2010,11,2010,North,Affiliate,Kitchen,Premium,35.40,2.95,0.27,524,10646,0.06,2.2,0.37,30,3654.22,140.15
5882,2/23/2011,2,2011,North,Email,Stationery,Premium,5.04,0.42,0.43,125,1342,0.16,2.84,1.37,28,73439.67,231.87
5883,12/20/2010,12,2010,North,Social Media,Kitchen,Premium,26.25,3.75,0.09,173,4084,0.03,2.09,1.00,0,13052.05,164.45
5884,11/15/2011,11,2011,North,Search,General,Premium,3.25,3.25,0.40,303,3243,0.03,5.79,0.37,28,1814.49,93.32
5885,9/28/2011,9,2011,North,Social Media,Stationery,Premium,3.38,1.69,0.30,251,5877,0.01,6.01,-1.00,14,0,105.06
5886,7/1/2011,7,2011,North,Social Media,Storage,Premium,0.00,2.08,0.38,546,13141,0.06,4.36,-1.37,14,9061.03,106.92
5887,1/25/2010,1,2010,North,Search,Storage,Premium,8.50,4.25,0.23,75,1155,0.01,6.21,1.37,60,811.73,85.77
5888,6/21/2010,6,2010,North,Affiliate,General,Standard,3.90,0.65,0.12,140,1020,0.01,4.9,-1.00,90,362.5,132.07
5889,2/16/2010,2,2010,North,Influencer,Kitchen,Premium,15.00,1.25,0.13,218,1314,0.03,1.83,1.37,28,106.9,195.04
5890,9/26/2010,9,2010,North,TV,General,Premium,1.69,1.69,0.10,415,8648,0.00,4.71,-1.00,0,3937.67,94.26
5891,5/8/2011,5,2011,North,Email,General,Premium,9.90,4.95,0.57,573,14621,0.00,5.12,-0.37,14,842,62.87
